,ip,num_pkts,mean,median,distinct_values,delta
1187,27.120.104.203,6,49.0,49.0,[49],0
1188,27.50.123.149,6,49.0,49.0,[49],0
1189,31.192.116.162,5,47.0,47.0,[47],0
1190,31.192.230.108,7,48.0,48.0,[48],0
1191,31.193.139.74,7,48.0,48.0,[48],0
1192,31.210.156.118,6,40.0,40.0,[40],0
1193,31.210.66.66,28,44.964285714285715,46.0,[43 46 42 48],6
1194,31.216.36.143,5,46.0,46.0,[46],0
1195,31.222.137.116,6,47.0,47.0,[47],0
1196,31.222.178.123,6,49.0,49.0,[49],0
1197,31.24.121.20,5,45.0,45.0,[45],0
1198,31.25.170.24,6,39.0,39.0,[39],0
1199,31.31.202.12,7,49.0,49.0,[49],0
1200,31.7.242.58,8,47.0,47.0,[47],0
1201,37.1.208.131,7,46.0,46.0,[46],0
1202,37.1.214.8,6,46.0,46.0,[46],0
1203,37.122.210.143,6,48.0,48.0,[48],0
1204,37.139.13.69,6,50.0,50.0,[50],0
1205,37.139.29.167,6,49.0,49.0,[49],0
1206,37.143.9.164,6,50.0,50.0,[50],0
1207,37.153.96.57,7,47.0,47.0,[47],0
1208,37.157.195.68,5,45.0,45.0,[45],0
1209,37.205.9.204,6,46.0,46.0,[46],0
1210,37.221.193.228,6,52.0,52.0,[52],0
1211,37.58.24.162,5,46.0,46.0,[46],0
1212,37.59.170.33,6,48.0,48.0,[48],0
1213,37.9.170.27,5,43.0,43.0,[43],0
1214,38.101.46.65,6,46.0,46.0,[46],0
1215,38.104.0.182,7,112.0,112.0,[112],0
1216,38.108.133.72,6,48.0,48.0,[48],0
1217,38.108.32.166,7,46.0,46.0,[46],0
1218,38.112.63.100,6,48.0,48.0,[48],0
1219,38.126.15.181,6,45.0,45.0,[45],0
1220,38.96.198.167,6,48.0,48.0,[48],0
1221,38.98.208.100,6,47.0,47.0,[47],0
1222,38.98.228.121,6,49.0,49.0,[49],0
1223,4.49.109.131,7,51.0,51.0,[51],0
1224,40.130.149.2,7,110.0,110.0,[110],0
1225,41.216.133.28,6,102.0,102.0,[102],0
1226,42.121.1.42,7,44.0,44.0,[44],0
1227,42.121.54.127,8,44.0,44.0,[44],0
1228,46.146.224.65,6,50.0,50.0,[50],0
1229,46.151.128.16,6,109.0,109.0,[109],0
1230,46.163.119.131,7,49.0,49.0,[49],0
1231,46.163.119.159,8,48.0,48.0,[48],0
1232,46.163.73.165,6,48.0,48.0,[48],0
1233,46.163.75.152,6,49.0,49.0,[49],0
1234,46.163.75.5,6,49.0,49.0,[49],0
1235,46.183.11.50,6,51.0,51.0,[51],0
1236,46.183.11.69,6,51.0,51.0,[51],0
1237,46.183.13.31,5,51.0,51.0,[51],0
1238,46.20.9.90,6,42.0,42.0,[42],0
1239,46.226.248.168,6,45.0,45.0,[45],0
1240,46.229.169.196,8,49.0,49.0,[49],0
1241,46.247.0.11,6,51.0,51.0,[51],0
1242,46.254.51.13,6,46.0,46.0,[46],0
1243,46.28.107.44,5,44.0,44.0,[44],0
1244,46.32.254.132,5,48.0,48.0,[48],0
1245,46.38.162.187,7,49.0,49.0,[49],0
1246,46.4.11.196,6,45.0,45.0,[45],0
1247,46.4.113.48,5,45.0,45.0,[45],0
1248,46.4.57.139,5,45.0,45.0,[45],0
1249,46.43.41.104,5,48.0,48.0,[48],0
1250,46.45.169.53,7,49.0,49.0,[49],0
1251,49.212.122.129,6,45.0,45.0,[45],0
1252,49.212.133.98,5,45.0,45.0,[45],0
1253,49.212.136.25,5,46.0,46.0,[46],0
1254,49.212.15.183,6,46.0,46.0,[46],0
1255,49.212.159.29,7,45.0,45.0,[45],0
1256,49.212.170.50,5,45.0,45.0,[45],0
1257,49.212.179.241,6,45.0,45.0,[45],0
1258,49.212.192.61,5,46.0,46.0,[46],0
1259,49.212.210.76,6,45.0,45.0,[45],0
1260,49.212.243.25,6,46.0,46.0,[46],0
1261,49.212.27.85,6,45.0,45.0,[45],0
1262,49.212.39.163,6,45.0,45.0,[45],0
1263,49.212.53.167,6,46.0,46.0,[46],0
1264,49.212.63.178,6,46.0,46.0,[46],0
1265,49.212.66.111,7,45.0,45.0,[45],0
1266,49.212.86.188,7,45.0,45.0,[45],0
1267,5.100.248.104,6,109.0,109.0,[109],0
1268,5.103.136.22,5,46.0,46.0,[46],0
1269,5.134.9.74,6,47.0,47.0,[47],0
1270,5.157.84.11,6,51.0,51.0,[51],0
1271,5.28.8.10,5,43.0,43.0,[43],0
1272,5.45.100.244,6,51.0,51.0,[51],0
1273,5.63.154.83,6,49.0,49.0,[49],0
1274,5.9.110.235,5,45.0,45.0,[45],0
1275,5.9.151.144,6,45.0,45.0,[45],0
1276,5.9.202.254,6,45.0,45.0,[45],0
1277,5.9.51.143,5,45.0,45.0,[45],0
1278,5.9.66.37,5,45.0,45.0,[45],0
1279,5.9.96.166,5,45.0,45.0,[45],0
1280,50.116.13.102,5,53.0,53.0,[53],0
1281,50.116.13.95,7,53.0,53.0,[53],0
1282,50.116.3.142,7,53.0,53.0,[53],0
1283,50.116.55.243,6,49.0,49.0,[49],0
1284,50.116.59.205,6,49.0,49.0,[49],0
1285,50.116.62.79,5,49.0,49.0,[49],0
1286,50.116.9.110,6,53.0,53.0,[53],0
1287,50.125.116.163,6,116.0,116.0,[116],0
1288,50.137.215.147,8,47.0,47.0,[47],0
1289,50.155.239.115,6,49.0,49.0,[49],0
1290,50.16.190.16,6,42.0,42.0,[42],0
1291,50.17.4.33,7,42.0,42.0,[42],0
1292,50.19.224.79,7,43.0,43.0,[43],0
1293,50.190.8.24,6,45.0,45.0,[45],0
1294,50.196.219.213,7,47.0,47.0,[47],0
1295,50.203.189.18,5,113.0,113.0,[113],0
1296,50.22.177.244,6,53.0,53.0,[53],0
1297,50.22.26.34,6,49.0,49.0,[49],0
1298,50.23.105.199,6,53.0,53.0,[53],0
1299,50.28.24.96,7,47.0,47.0,[47],0
1300,50.28.30.193,6,47.0,47.0,[47],0
1301,50.28.34.0,5,48.0,48.0,[48],0
1302,50.28.4.19,6,48.0,48.0,[48],0
1303,50.28.57.26,5,47.0,47.0,[47],0
1304,50.28.61.10,5,48.0,48.0,[48],0
1305,50.28.72.244,6,47.0,47.0,[47],0
1306,50.28.88.8,6,48.0,48.0,[48],0
1307,50.28.9.173,7,47.0,47.0,[47],0
1308,50.31.1.26,6,46.0,46.0,[46],0
1309,50.31.80.200,12,47.0,47.0,[47],0
1310,50.56.16.97,7,49.0,49.0,[49],0
1311,50.56.185.37,8,44.0,44.0,[44],0
1312,50.56.185.75,6,44.0,44.0,[44],0
1313,50.56.191.253,7,48.0,48.0,[48],0
1314,50.56.197.51,6,47.0,47.0,[47],0
1315,50.56.218.213,6,44.0,44.0,[44],0
1316,50.56.71.248,6,43.0,43.0,[43],0
1317,50.56.92.139,6,49.0,49.0,[49],0
1318,50.57.215.21,6,112.0,112.0,[112],0
1319,50.57.74.46,8,43.0,43.0,[43],0
1320,50.57.97.173,7,49.0,49.0,[49],0
1321,50.59.103.186,5,114.0,114.0,[114],0
1322,50.7.66.18,11,48.0,48.0,[48],0
1323,50.7.66.26,5,48.0,48.0,[48],0
1324,50.97.138.105,6,49.0,49.0,[49],0
1325,50.97.160.186,7,49.0,49.0,[49],0
1326,50.97.236.90,5,52.0,52.0,[52],0
1327,54.194.102.69,8,48.0,48.0,[48],0
1328,54.194.144.209,6,50.0,50.0,[50],0
1329,54.194.22.16,6,48.0,48.0,[48],0
1330,54.194.220.58,6,48.0,48.0,[48],0
1331,54.194.52.180,6,50.0,50.0,[50],0
1332,54.197.244.229,6,42.0,42.0,[42],0
1333,54.200.147.111,5,127.0,127.0,[127],0
1334,54.200.6.239,6,63.0,63.0,[63],0
1335,54.201.144.91,6,63.0,63.0,[63],0
1336,54.201.189.81,6,63.0,63.0,[63],0
1337,54.201.80.58,6,63.0,63.0,[63],0
1338,54.201.83.97,7,63.0,63.0,[63],0
1339,54.201.98.55,6,63.0,63.0,[63],0
1340,54.203.248.216,6,57.0,57.0,[57],0
1341,54.209.84.143,6,50.0,50.0,[50],0
1342,54.212.251.219,7,57.0,57.0,[57],0
1343,54.213.10.145,6,63.0,63.0,[63],0
1344,54.213.119.16,6,63.0,63.0,[63],0
1345,54.214.4.246,5,53.0,53.0,[53],0
1346,54.215.108.105,5,46.0,46.0,[46],0
1347,54.218.59.19,6,63.0,63.0,[63],0
1348,54.221.222.179,6,46.0,46.0,[46],0
1349,54.221.233.169,6,42.0,42.0,[42],0
1350,54.221.77.79,7,42.0,42.0,[42],0
1351,54.225.107.203,6,42.0,42.0,[42],0
1352,54.225.154.225,6,44.0,44.0,[44],0
1353,54.228.100.167,5,45.0,45.0,[45],0
1354,54.228.230.207,6,45.0,45.0,[45],0
1355,54.229.13.235,6,50.0,50.0,[50],0
1356,54.229.67.180,5,50.0,50.0,[50],0
1357,54.232.89.49,8,40.0,40.0,[40],0
1358,54.234.189.52,8,41.0,41.0,[41],0
1359,54.235.134.68,7,45.0,45.0,[45],0
1360,54.235.144.74,6,46.0,46.0,[46],0
1361,54.241.120.14,8,45.0,45.0,[45],0
1362,54.241.16.218,6,52.0,52.0,[52],0
1363,54.241.177.227,5,55.0,55.0,[55],0
1364,54.241.243.206,9,45.0,45.0,[45],0
1365,54.243.134.81,6,41.0,41.0,[41],0
1366,54.243.188.127,6,41.0,41.0,[41],0
1367,54.243.56.4,5,41.0,41.0,[41],0
1368,54.244.113.90,7,56.0,56.0,[56],0
1369,54.245.146.3,6,55.0,55.0,[55],0
1370,54.245.83.180,7,57.0,57.0,[57],0
1371,54.245.98.20,6,54.0,54.0,[54],0
1372,54.247.112.90,7,39.0,39.0,[39],0
1373,54.247.170.84,6,41.0,41.0,[41],0
1374,54.247.178.101,8,39.0,39.0,[39],0
1375,54.248.236.255,8,44.0,44.0,[44],0
1376,54.248.80.255,6,45.0,45.0,[45],0
1377,54.248.89.204,8,39.0,39.0,[39],0
1378,54.249.126.69,6,48.0,48.0,[48],0
1379,54.249.159.103,7,39.0,39.0,[39],0
1380,54.249.243.97,6,39.0,39.0,[39],0
1381,54.250.149.185,6,48.0,48.0,[48],0
1382,54.250.157.8,6,48.0,48.0,[48],0
1383,54.250.167.218,6,48.0,48.0,[48],0
1384,54.251.101.5,7,37.0,37.0,[37],0
1385,54.251.183.200,6,46.0,46.0,[46],0
1386,54.251.240.32,6,42.0,42.0,[42],0
1387,54.252.102.191,6,38.0,38.0,[38],0
1388,54.252.131.235,8,47.0,47.0,[47],0
1389,54.252.99.123,6,38.0,38.0,[38],0
1390,54.254.138.140,6,46.0,46.0,[46],0
1391,54.254.146.60,6,46.0,46.0,[46],0
1392,54.254.198.7,7,46.0,46.0,[46],0
1393,54.68.239.246,5,63.0,63.0,[63],0
1394,54.87.36.201,6,44.0,44.0,[44],0
1395,58.29.87.197,6,44.0,44.0,[44],0
1396,59.106.163.82,6,46.0,46.0,[46],0
1397,59.106.191.17,6,47.0,47.0,[47],0
1398,59.167.168.133,7,50.0,50.0,[50],0
1399,60.32.188.43,6,44.0,44.0,[44],0
1400,61.122.232.23,6,44.0,44.0,[44],0
1401,61.221.242.49,8,46.0,46.0,[46],0
1402,61.221.67.227,7,111.0,111.0,[111],0
1403,62.105.166.101,7,51.0,51.0,[51],0
1404,62.109.29.30,6,46.0,46.0,[46],0
1405,62.109.4.131,6,46.0,46.0,[46],0
1406,62.129.7.86,6,50.0,50.0,[50],0
1407,62.141.37.225,6,44.0,44.0,[44],0
1408,62.160.53.8,6,40.0,40.0,[40],0
1409,62.176.240.22,6,51.0,51.0,[51],0
1410,62.183.207.58,9,42.0,42.0,[42],0
1411,62.210.131.109,5,49.0,49.0,[49],0
1412,62.210.175.8,6,49.0,49.0,[49],0
1413,62.210.178.45,6,49.0,49.0,[49],0
1414,62.233.106.125,6,44.0,44.0,[44],0
1415,62.240.13.4,8,45.0,45.0,[45],0
1416,62.50.76.156,7,47.0,47.0,[47],0
1417,62.75.146.130,6,47.0,47.0,[47],0
1418,62.75.251.244,8,47.0,47.0,[47],0
1419,62.8.119.65,6,44.0,44.0,[44],0
1420,62.90.175.92,8,41.0,41.0,[41],0
1421,63.131.159.242,7,51.0,51.0,[51],0
1422,63.140.0.67,15,47.0,47.0,[47],0
1423,63.146.182.197,5,54.0,54.0,[54],0
1424,63.230.246.16,5,117.0,117.0,[117],0
1425,63.236.49.57,6,113.0,113.0,[113],0
1426,63.247.140.222,7,49.0,49.0,[49],0
1427,63.247.74.26,6,44.0,44.0,[44],0
1428,63.252.82.122,13,49.0,49.0,[49],0
1429,64.111.126.32,6,47.0,47.0,[47],0
1430,64.111.127.183,6,47.0,47.0,[47],0
1431,64.111.127.27,6,47.0,47.0,[47],0
1432,64.111.127.79,5,47.0,47.0,[47],0
1433,64.111.127.81,6,47.0,47.0,[47],0
1434,64.111.127.89,8,48.0,48.0,[48],0
1435,64.114.6.202,5,115.8,116.0,[115 116],1
1436,64.119.182.36,6,51.0,51.0,[51],0
1437,64.120.76.202,6,48.0,48.0,[48],0
1438,64.13.226.167,5,47.0,47.0,[47],0
1439,64.13.226.87,5,47.0,47.0,[47],0
1440,64.13.252.198,5,48.0,48.0,[48],0
1441,64.131.71.6,6,54.0,54.0,[54],0
1442,64.142.100.41,5,52.0,52.0,[52],0
1443,64.15.152.6,10,47.0,47.0,[47],0
1444,64.150.187.73,7,49.0,49.0,[49],0
1445,64.150.190.248,9,49.0,49.0,[49],0
1446,64.151.126.92,5,113.0,113.0,[113],0
1447,64.151.228.214,7,51.0,51.0,[51],0
1448,64.17.0.217,6,45.0,45.0,[45],0
1449,64.19.203.201,6,50.0,50.0,[50],0
1450,64.20.50.2,7,48.0,48.0,[48],0
1451,64.207.145.153,7,42.0,42.0,[42],0
1452,64.207.150.133,6,42.0,42.0,[42],0
1453,64.207.152.127,12,41.0,41.0,[41],0
1454,64.207.152.78,9,41.0,41.0,[41],0
1455,64.207.153.152,6,42.0,42.0,[42],0
1456,64.207.154.56,6,41.0,41.0,[41],0
1457,64.207.155.111,6,41.0,41.0,[41],0
1458,64.207.155.116,6,41.0,41.0,[41],0
1459,64.207.159.173,6,42.0,42.0,[42],0
1460,64.207.177.187,6,42.0,42.0,[42],0
1461,64.207.178.48,7,41.0,41.0,[41],0
1462,64.207.180.35,7,41.0,41.0,[41],0
1463,64.207.185.135,8,41.0,41.0,[41],0
1464,64.207.185.62,6,41.0,41.0,[41],0
1465,64.207.186.44,6,41.0,41.0,[41],0
1466,64.207.187.161,6,42.0,42.0,[42],0
1467,64.207.189.134,6,41.0,41.0,[41],0
1468,64.207.189.171,7,42.0,42.0,[42],0
1469,64.224.231.17,6,45.0,45.0,[45],0
1470,64.23.78.23,7,49.0,49.0,[49],0
1471,64.235.52.54,5,50.0,50.0,[50],0
1472,64.34.162.74,6,46.0,46.0,[46],0
1473,64.34.169.133,7,47.0,47.0,[47],0
1474,64.37.46.254,12,48.0,48.0,[48],0
1475,64.49.234.46,5,111.0,111.0,[111],0
1476,64.49.237.45,6,47.0,47.0,[47],0
1477,64.57.64.36,8,52.0,52.0,[52],0
1478,64.6.107.160,18,45.0,45.0,[45],0
1479,64.6.111.242,7,44.0,44.0,[44],0
1480,64.6.225.2,7,49.0,49.0,[49],0
1481,64.62.198.211,7,54.0,54.0,[54],0
1482,64.64.11.26,7,54.0,54.0,[54],0
1483,64.64.5.164,12,54.0,54.0,[54],0
1484,64.65.231.144,8,48.0,48.0,[48],0
1485,64.65.60.139,5,46.0,46.0,[46],0
1486,64.72.152.251,6,49.0,49.0,[49],0
1487,64.73.26.50,5,112.0,112.0,[112],0
1488,64.87.14.208,6,49.0,49.0,[49],0
1489,64.89.83.50,6,53.0,53.0,[53],0
1490,64.90.52.146,5,50.0,50.0,[50],0
1491,64.90.52.149,17,50.0,50.0,[50],0
1492,64.90.52.30,8,50.0,50.0,[50],0
1493,64.90.61.16,5,50.0,50.0,[50],0
1494,64.91.228.116,5,48.0,48.0,[48],0
1495,65.117.180.1,6,52.0,52.0,[52],0
1496,65.171.146.7,6,114.0,114.0,[114],0
1497,65.18.160.11,7,48.0,48.0,[48],0
1498,65.216.217.68,6,48.0,48.0,[48],0
1499,65.36.158.221,6,49.0,49.0,[49],0
1500,65.36.48.12,7,46.0,46.0,[46],0
1501,65.38.114.172,7,107.0,107.0,[107],0
1502,65.39.142.50,6,52.0,52.0,[52],0
1503,65.39.149.132,5,49.0,49.0,[49],0
1504,65.49.143.2,6,52.0,52.0,[52],0
1505,65.61.37.151,10,113.0,113.0,[113],0
1506,65.75.154.216,19,45.63157894736842,46.0,[46 45],1
1507,65.79.161.174,7,50.0,50.0,[50],0
1508,65.99.242.20,5,110.0,110.0,[110],0
1509,66.115.174.35,6,52.0,52.0,[52],0
1510,66.115.33.14,5,107.0,107.0,[107],0
1511,66.117.150.12,8,52.0,52.0,[52],0
1512,66.118.47.1,12,45.0,45.0,[45],0
1513,66.119.7.120,6,47.0,47.0,[47],0
1514,66.126.32.12,13,49.0,49.0,[49],0
1515,66.129.109.12,7,48.0,48.0,[48],0
1516,66.132.132.69,6,46.0,46.0,[46],0
1517,66.135.33.73,7,48.0,48.0,[48],0
1518,66.135.34.95,6,48.0,48.0,[48],0
1519,66.135.42.117,7,48.0,48.0,[48],0
1520,66.147.228.10,6,52.0,52.0,[52],0
1521,66.148.14.146,6,45.0,45.0,[45],0
1522,66.150.124.36,7,47.0,47.0,[47],0
1523,66.150.164.107,5,51.0,51.0,[51],0
1524,66.154.123.122,7,53.0,53.0,[53],0
1525,66.154.64.20,10,52.0,52.0,[52],0
1526,66.154.97.22,6,53.0,53.0,[53],0
1527,66.160.147.2,8,52.0,52.0,[52],0
1528,66.160.203.2,7,53.0,53.0,[53],0
1529,66.170.18.26,6,51.0,51.0,[51],0
1530,66.171.254.50,5,48.0,48.0,[48],0
1531,66.172.58.9,7,48.0,48.0,[48],0
1532,66.175.106.183,7,52.0,52.0,[52],0
1533,66.175.218.100,5,53.0,53.0,[53],0
1534,66.175.221.234,5,53.0,53.0,[53],0
1535,66.175.222.72,6,53.0,53.0,[53],0
1536,66.179.72.36,7,50.0,50.0,[50],0
1537,66.180.198.11,6,48.0,48.0,[48],0
1538,66.185.20.130,12,51.0,51.0,[51],0
1539,66.194.101.3,6,114.0,114.0,[114],0
1540,66.194.203.222,6,50.0,50.0,[50],0
1541,66.194.9.186,6,51.0,51.0,[51],0
1542,66.199.140.108,9,51.0,51.0,[51],0
1543,66.199.190.16,6,52.0,52.0,[52],0
1544,66.199.190.19,7,52.0,52.0,[52],0
1545,66.199.190.200,12,52.0,52.0,[52],0
1546,66.199.250.218,6,52.0,52.0,[52],0
1547,66.201.113.162,6,50.0,50.0,[50],0
1548,66.209.192.17,7,49.0,49.0,[49],0
1549,66.211.179.161,12,50.5,50.5,[51 50],1
1550,66.213.2.202,7,44.0,44.0,[44],0
1551,66.223.50.100,6,46.0,46.0,[46],0
1552,66.225.220.103,8,50.0,50.0,[50],0
1553,66.225.247.42,7,48.0,48.0,[48],0
1554,66.226.74.113,6,113.0,113.0,[113],0
1555,66.230.226.178,6,51.0,51.0,[51],0
1556,66.232.101.14,6,50.0,50.0,[50],0
1557,66.240.232.48,6,49.0,49.0,[49],0
1558,66.254.125.46,5,49.0,49.0,[49],0
1559,66.33.205.32,7,50.0,50.0,[50],0
1560,66.33.212.11,6,47.0,47.0,[47],0
1561,66.36.241.160,7,52.0,52.0,[52],0
1562,66.39.3.115,48,48.0,48.0,[48],0
1563,66.39.3.116,19,48.0,48.0,[48],0
1564,66.39.3.117,7,48.0,48.0,[48],0
1565,66.39.3.120,26,48.0,48.0,[48],0
1566,66.39.3.121,27,48.0,48.0,[48],0
1567,66.39.3.125,8,48.0,48.0,[48],0
1568,66.39.3.126,13,48.0,48.0,[48],0
1569,66.39.3.160,13,48.0,48.0,[48],0
1570,66.39.3.161,25,48.0,48.0,[48],0
1571,66.39.3.163,13,48.0,48.0,[48],0
1572,66.39.3.164,6,48.0,48.0,[48],0
1573,66.39.3.165,13,48.0,48.0,[48],0
1574,66.39.3.166,25,48.0,48.0,[48],0
1575,66.39.4.200,6,48.0,48.0,[48],0
1576,66.39.4.216,6,48.0,48.0,[48],0
1577,66.39.4.218,30,48.0,48.0,[48],0
1578,66.39.4.30,6,48.0,48.0,[48],0
1579,66.39.4.43,6,48.0,48.0,[48],0
1580,66.39.4.51,21,48.0,48.0,[48],0
1581,66.39.65.132,5,48.0,48.0,[48],0
1582,66.39.65.228,6,48.0,48.0,[48],0
1583,66.39.66.214,6,48.0,48.0,[48],0
1584,66.45.250.162,6,48.0,48.0,[48],0
1585,66.45.253.226,7,47.0,47.0,[47],0
1586,66.49.160.18,6,47.0,47.0,[47],0
1587,66.7.194.51,5,51.0,51.0,[51],0
1588,66.70.101.22,6,50.0,50.0,[50],0
1589,66.84.0.143,6,49.0,49.0,[49],0
1590,66.84.13.14,6,49.0,49.0,[49],0
1591,66.84.57.97,8,49.0,49.0,[49],0
1592,66.90.101.23,7,48.0,48.0,[48],0
1593,67.18.114.194,6,47.0,47.0,[47],0
1594,67.18.186.249,7,44.57142857142857,44.0,[44 46],2
1595,67.19.77.130,7,47.0,47.0,[47],0
1596,67.19.84.234,7,47.0,47.0,[47],0
1597,67.192.226.9,6,44.0,44.0,[44],0
1598,67.192.94.219,5,111.0,111.0,[111],0
1599,67.199.10.50,6,115.0,115.0,[115],0
1600,67.201.52.3,15,50.0,50.0,[50],0
1601,67.205.24.250,5,50.0,50.0,[50],0
1602,67.208.211.50,6,51.0,51.0,[51],0
1603,67.210.111.5,6,47.0,47.0,[47],0
1604,67.210.114.182,6,47.0,47.0,[47],0
1605,67.210.225.2,6,50.0,50.0,[50],0
1606,67.210.98.35,6,47.0,47.0,[47],0
1607,67.212.224.24,6,49.0,49.0,[49],0
1608,67.212.224.35,6,49.0,49.0,[49],0
1609,67.212.225.141,7,49.0,49.0,[49],0
1610,67.215.193.10,6,47.0,47.0,[47],0
1611,67.22.134.165,6,51.0,51.0,[51],0
1612,67.22.135.5,14,51.0,51.0,[51],0
1613,67.222.12.58,7,52.0,52.0,[52],0
1614,67.222.128.229,5,47.0,47.0,[47],0
1615,67.222.139.140,6,47.0,47.0,[47],0
1616,67.222.149.179,11,47.0,47.0,[47],0
1617,67.222.153.130,5,47.0,47.0,[47],0
1618,67.222.155.26,5,47.0,47.0,[47],0
1619,67.222.16.88,6,52.0,52.0,[52],0
1620,67.222.22.156,10,52.0,52.0,[52],0
1621,67.222.3.102,6,47.0,47.0,[47],0
1622,67.223.230.122,6,50.0,50.0,[50],0
1623,67.223.250.80,6,51.0,51.0,[51],0
1624,67.225.144.4,6,48.0,48.0,[48],0
1625,67.225.164.34,6,48.0,48.0,[48],0
1626,67.225.178.74,7,47.0,47.0,[47],0
1627,67.225.197.125,5,48.0,48.0,[48],0
1628,67.225.214.144,6,48.0,48.0,[48],0
1629,67.225.224.50,7,48.0,48.0,[48],0
1630,67.225.232.11,9,47.0,47.0,[47],0
1631,67.225.233.192,19,48.0,48.0,[48],0
1632,67.225.234.172,6,47.0,47.0,[47],0
1633,67.225.236.100,7,48.0,48.0,[48],0
1634,67.227.166.252,6,47.0,47.0,[47],0
1635,67.227.171.84,6,47.0,47.0,[47],0
1636,67.227.227.84,6,48.0,48.0,[48],0
1637,67.227.231.28,6,47.0,47.0,[47],0
1638,67.227.254.7,10,48.0,48.0,[48],0
1639,67.228.177.202,15,49.0,49.0,[49],0
1640,67.228.200.69,9,53.0,53.0,[53],0
1641,67.228.61.210,5,49.0,49.0,[49],0
1642,67.228.80.139,6,53.0,53.0,[53],0
1643,67.23.79.13,6,44.0,44.0,[44],0
1644,67.231.254.154,7,48.0,48.0,[48],0
1645,67.43.11.6,5,48.0,48.0,[48],0
1646,67.55.67.196,6,47.0,47.0,[47],0
1647,67.55.70.230,6,49.0,49.0,[49],0
1648,67.55.72.180,6,47.0,47.0,[47],0
1649,67.99.202.115,5,51.0,51.0,[51],0
1650,67.99.202.30,6,51.0,51.0,[51],0
1651,68.169.61.219,5,49.0,49.0,[49],0
1652,68.169.84.222,5,49.0,49.0,[49],0
1653,68.171.151.162,6,50.0,50.0,[50],0
1654,68.171.36.5,6,49.0,49.0,[49],0
1655,68.233.233.186,6,50.0,50.0,[50],0
1656,68.64.43.243,6,52.0,52.0,[52],0
1657,68.65.192.218,6,52.0,52.0,[52],0
1658,68.71.50.50,5,46.0,46.0,[46],0
1659,69.10.0.136,6,113.0,113.0,[113],0
1660,69.151.127.194,5,109.0,109.0,[109],0
1661,69.16.193.195,5,47.0,47.0,[47],0
1662,69.16.194.217,5,47.0,47.0,[47],0
1663,69.16.206.249,5,48.0,48.0,[48],0
1664,69.16.246.4,12,48.0,48.0,[48],0
1665,69.16.247.0,5,48.0,48.0,[48],0
1666,69.16.252.112,8,47.0,47.0,[47],0
1667,69.160.50.48,6,46.0,46.0,[46],0
1668,69.160.61.16,6,45.0,45.0,[45],0
1669,69.161.223.28,7,51.0,51.0,[51],0
1670,69.162.190.111,12,48.0,48.0,[48],0
1671,69.162.66.130,6,47.0,47.0,[47],0
1672,69.163.240.129,6,46.0,46.0,[46],0
1673,69.163.37.88,7,53.0,53.0,[53],0
1674,69.164.207.189,6,47.0,47.0,[47],0
1675,69.164.213.54,6,49.0,49.0,[49],0
1676,69.164.217.134,6,49.0,49.0,[49],0
1677,69.164.220.241,5,49.0,49.0,[49],0
1678,69.165.98.17,6,51.0,51.0,[51],0
1679,69.165.98.20,7,50.0,50.0,[50],0
1680,69.165.98.22,6,51.0,51.0,[51],0
1681,69.167.132.213,5,48.0,48.0,[48],0
1682,69.167.133.68,6,47.0,47.0,[47],0
1683,69.167.150.201,13,47.0,47.0,[47],0
1684,69.167.158.85,6,48.0,48.0,[48],0
1685,69.167.166.170,6,48.0,48.0,[48],0
1686,69.167.182.255,13,47.0,47.0,[47],0
1687,69.167.190.12,6,47.0,47.0,[47],0
1688,69.169.94.20,6,48.0,48.0,[48],0
1689,69.169.94.98,5,48.0,48.0,[48],0
1690,69.174.246.134,5,47.0,47.0,[47],0
1691,69.175.10.234,5,50.0,50.0,[50],0
1692,69.194.133.130,7,50.0,50.0,[50],0
1693,69.194.232.3,6,52.0,52.0,[52],0
1694,69.194.234.51,6,52.0,52.0,[52],0
1695,69.31.186.186,6,50.0,50.0,[50],0
1696,69.36.177.66,6,49.0,49.0,[49],0
1697,69.36.179.123,8,49.0,49.0,[49],0
1698,69.36.190.34,6,49.0,49.0,[49],0
1699,69.4.79.11,12,47.5,47.5,[47 48],1
1700,69.41.179.146,5,50.0,50.0,[50],0
1701,69.42.83.173,6,47.0,47.0,[47],0
1702,69.42.83.56,6,49.0,49.0,[49],0
1703,69.43.154.198,6,49.0,49.0,[49],0
1704,69.5.78.23,7,50.0,50.0,[50],0
1705,69.50.131.144,6,51.0,51.0,[51],0
1706,69.51.81.178,6,50.0,50.0,[50],0
1707,69.61.23.114,11,50.0,50.0,[50],0
1708,69.64.39.244,6,47.0,47.0,[47],0
1709,69.64.43.216,6,47.0,47.0,[47],0
1710,69.65.42.33,6,50.0,50.0,[50],0
1711,69.70.236.222,6,110.0,110.0,[110],0
1712,69.73.156.100,6,44.0,44.0,[44],0
1713,69.73.186.12,6,44.0,44.0,[44],0
1714,69.90.6.130,5,114.0,114.0,[114],0
1715,69.90.67.7,6,50.0,50.0,[50],0
1716,69.90.89.227,6,49.0,49.0,[49],0
1717,69.94.22.58,7,48.0,48.0,[48],0
1718,70.158.108.75,13,45.0,45.0,[45],0
1719,70.248.155.2,6,111.0,111.0,[111],0
1720,70.32.100.78,5,41.0,41.0,[41],0
1721,70.32.101.34,6,41.0,41.0,[41],0
1722,70.32.103.53,6,41.0,41.0,[41],0
